participant,photo_set,group,trial,block,accuracy,RT,learn_half,groupname,meanrt,stdev
0013,1,1,7,2,1,4.5449382000370004,1,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,8,2,1,3.56736099999398,1,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,9,2,1,3.85598579997895,1,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,10,2,1,3.68817209999543,1,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,11,3,1,3.99499440001091,1,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,12,3,1,5.0237502999953,1,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,13,3,1,3.79639259999385,1,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,14,3,1,3.5595336999977,1,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,15,4,0,4.6866355999955,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,16,4,1,3.87139639997622,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,17,4,1,3.37273800000548,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,18,4,1,5.62425679998705,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,19,4,1,3.11518480000086,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,20,5,1,6.26901660003932,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,21,5,1,4.18351699999766,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,22,5,1,3.75824370002374,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,23,5,0,5.75379139999859,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,34,5,1,4.02955709997332,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,25,6,1,3.73283240001183,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,27,6,1,4.04509769997094,2,Sequential,4.696310178570067,1.2727386355517083
0013,1,1,28,6,1,3.40750540001318,2,Sequential,4.696310178570067,1.2727386355517083
0016,3,2,2,1,0,5.01918560010381,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,3,1,1,3.84810069995001,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,4,1,1,5.413004299975,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,5,1,1,3.3645913999062,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,6,2,0,4.86331290006638,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,7,2,1,3.65290569991339,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,8,2,0,3.5845013000071,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,9,2,1,3.55823090008926,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,10,2,1,3.89086889999453,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,11,3,1,4.58023789990693,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,12,3,1,4.30337119998876,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,13,3,1,3.26153100002557,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,14,3,0,3.77320840000175,1,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,16,4,1,3.97338920005132,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,17,4,1,3.77105500001926,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,18,4,1,4.95974000007845,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,19,4,1,4.15177530003712,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,20,5,0,4.87240310001653,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,21,5,1,4.75156680005603,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,171,5,1,3.69944110000506,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,23,5,0,3.87388959992677,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,180,5,1,3.49609719996806,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,189,6,0,4.20231209998019,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,192,6,1,4.7282991000684,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,27,6,0,4.22934050008189,2,Non-sequential,4.188592588891172,0.6285347128291303
0016,3,2,28,6,0,3.74518989992794,2,Non-sequential,4.188592588891172,0.6285347128291303
0018,4,2,1,1,1,6.23779840000498,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,2,1,0,4.4912015000009,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,3,1,0,3.54244879999897,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,5,1,1,3.65109359999769,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,6,2,0,3.75904889999947,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,7,2,0,7.04810559999896,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,8,2,1,4.19745049999619,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,9,2,0,4.35524089999672,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,10,2,1,4.47145880000608,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,12,3,1,7.72347939999599,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,13,3,1,4.62925209999958,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,14,3,0,5.00738500000443,1,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,15,4,0,5.73351480001293,2,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,16,4,0,7.13614479999524,2,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,18,4,0,6.1810942000011,2,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,19,4,1,4.883991900002,2,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,20,5,0,5.3574307999952,2,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,21,5,1,7.5619946999941,2,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,171,5,1,3.98304389999248,2,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,23,5,0,4.7356698000076,2,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,180,5,1,4.84220800000185,2,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,192,6,1,4.19470220000949,2,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,27,6,1,3.4173998000042,2,Non-sequential,5.362150573077648,1.61122891671997
0018,4,2,28,6,0,4.35720420000143,2,Non-sequential,5.362150573077648,1.61122891671997
0019,5,2,2,1,0,6.43190909999248,1,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,3,1,1,5.41214440000476,1,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,5,1,1,4.48050409999269,1,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,7,2,1,5.14996399999654,1,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,8,2,1,4.65896590000193,1,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,9,2,0,3.3526114999986,1,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,10,2,1,4.70512120000785,1,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,11,3,1,6.60651159999543,1,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,12,3,0,4.46667290000187,1,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,13,3,1,4.14432390000729,1,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,14,3,0,4.0172625999985,1,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,15,4,0,4.58963889999723,2,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,16,4,1,4.2656452999945,2,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,17,4,1,4.6558706999931,2,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,19,4,1,7.65075300000899,2,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,20,5,1,8.46788869999,2,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,21,5,1,5.42195289999654,2,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,171,5,1,3.75373120000586,2,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,23,5,1,5.59431409998797,2,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,180,5,1,3.77102270000614,2,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,27,6,1,5.32144889999472,2,Non-sequential,5.392472849999345,1.6049286927203255
0019,5,2,28,6,1,4.68572820001282,2,Non-sequential,5.392472849999345,1.6049286927203255
0020,6,2,1,1,1,7.75394340000639,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,2,1,1,4.73610039999767,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,3,1,0,5.85798010000144,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,4,1,0,5.39836500000092,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,5,1,0,6.1471457999869,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,7,2,0,4.0980000999989,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,8,2,1,3.64116919999651,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,9,2,1,4.14156550000189,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,10,2,1,7.45913000000292,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,11,3,0,4.51498359999096,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,12,3,1,6.71592899999814,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,13,3,1,5.14955650000775,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,14,3,0,4.00633180000295,1,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,15,4,0,5.87025540000468,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,16,4,0,5.67553100000077,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,17,4,1,6.19062400000985,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,19,4,1,4.29648600000655,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,20,5,0,6.70289519999642,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,21,5,1,4.4160097999993,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,171,5,1,3.78892800000904,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,23,5,1,3.90930970000045,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,180,5,0,5.95600189999095,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,189,6,1,6.2537236000062,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,192,6,1,4.08391090000805,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,27,6,0,7.01965830000699,2,Non-sequential,5.455915266667876,1.3767568679170332
0020,6,2,28,6,0,4.56090529999346,2,Non-sequential,5.455915266667876,1.3767568679170332
0021,5,1,1,1,1,7.4121748,1,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,2,1,0,5.90965080000001,1,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,3,1,1,5.2386156,1,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,4,1,0,6.22164180000004,1,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,5,1,0,4.79247960000004,1,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,6,2,0,4.67953589999996,1,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,8,2,0,6.15348289999997,1,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,12,3,1,4.87723470000003,1,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,13,3,1,4.76171849999992,1,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,14,3,1,7.65339710000001,1,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,15,4,0,4.73222699999997,2,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,16,4,0,7.30415499999992,2,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,17,4,1,5.30336419999992,2,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,18,4,0,7.82852439999999,2,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,19,4,0,4.58440159999998,2,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,20,5,0,4.32780530000002,2,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,21,5,1,6.41673219999996,2,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,22,5,0,8.06729850000011,2,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,23,5,1,8.17450650000001,2,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,34,5,0,4.45264879999991,2,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,26,6,1,6.13387970000008,2,Sequential,5.992170177272722,1.2859090354310692
0021,5,1,28,6,0,6.80226900000002,2,Sequential,5.992170177272722,1.2859090354310692
0601,1,1,2,1,1,5.19508999999925,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,3,1,1,4.68267449999985,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,4,1,1,4.36728369999946,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,5,1,1,3.08938629999921,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,6,2,1,4.74079939999956,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,7,2,1,3.47116499999993,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,8,2,1,3.87388069999997,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,9,2,0,5.37780250000014,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,10,2,0,6.33680050000021,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,11,3,1,3.93298229999982,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,12,3,0,4.52110739999989,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,13,3,1,4.3264951000001,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,14,3,1,3.73031029999947,1,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,15,4,1,5.61853289999999,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,16,4,1,3.8105499000003,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,17,4,1,3.59574090000024,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,18,4,1,7.33917999999994,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,19,4,1,4.76575690000027,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,20,5,1,5.82393199999933,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,21,5,1,3.74441320000005,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,22,5,1,3.58366729999943,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,23,5,1,5.61558109999987,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,34,5,1,4.79977570000028,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,25,6,1,4.2446431999997,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,26,6,1,7.46346579999954,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,27,6,1,4.88408860000072,2,Sequential,4.877291367857001,1.4653437874820052
0601,1,1,28,6,1,3.72981189999973,2,Sequential,4.877291367857001,1.4653437874820052
1601,1,1,1,1,1,5.85735699999987,1,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,2,1,0,7.63678609999988,1,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,3,1,1,3.1299956999992,1,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,4,1,0,3.46008810000058,1,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,5,1,0,3.08444700000018,1,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,7,2,0,3.92077210000025,1,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,9,2,1,3.01434809999955,1,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,10,2,1,3.75613510000039,1,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,11,3,1,4.6690650999999,1,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,13,3,1,4.28955410000071,1,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,14,3,1,4.10073599999942,1,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,15,4,1,4.31992159999936,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,16,4,1,5.74055599999974,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,17,4,1,3.26345899999978,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,18,4,1,8.04957620000005,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,19,4,1,4.39487680000002,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,20,5,0,6.83769490000032,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,21,5,1,3.12280809999993,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,22,5,1,3.09771509999973,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,23,5,1,4.89364579999983,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,34,5,1,2.90649680000024,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,25,6,1,4.88779629999954,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,26,6,1,3.34671789999993,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,27,6,1,3.83515439999974,2,Sequential,4.740074685185054,1.8994417242985657
1601,1,1,28,6,1,3.70682769999985,2,Sequential,4.740074685185054,1.8994417242985657
1602,2,1,3,1,1,4.0170980999992,1,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,4,1,1,4.7234411999998,1,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,5,1,1,3.2713074000003,1,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,6,2,1,4.53505269999914,1,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,7,2,1,3.63343600000007,1,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,8,2,1,3.73241410000082,1,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,9,2,1,3.65764999999919,1,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,10,2,1,4.61299150000013,1,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,11,3,1,3.97721529999944,1,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,13,3,1,4.29192259999945,1,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,14,3,1,4.08003430000099,1,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,15,4,1,3.58484999999928,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,16,4,1,4.0309711000009,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,17,4,1,4.39061179999953,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,18,4,1,5.12901520000014,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,19,4,1,3.57490580000012,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,20,5,0,6.02889930000129,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,21,5,1,4.36798620000081,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,22,5,1,4.49948949999998,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,23,5,1,3.40982319999966,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,34,5,1,4.85600089999934,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,25,6,1,3.49223300000085,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,26,6,1,6.45493069999975,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,27,6,1,3.57763859999977,2,Sequential,4.479522634615371,1.1834811587965435
1602,2,1,28,6,1,5.791443600001,2,Sequential,4.479522634615371,1.1834811587965435
1603,1,2,3,1,0,3.49158499999976,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,4,1,0,3.44965709999815,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,5,1,1,2.96149570000125,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,6,2,1,4.28731300000072,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,7,2,0,3.23260459999801,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,8,2,1,3.09815789999993,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,9,2,1,3.21136670000124,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,10,2,0,2.9719030999986,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,11,3,1,3.31903210000019,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,12,3,0,3.20211660000132,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,13,3,1,2.94427519999954,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,14,3,0,2.80006589999903,1,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,15,4,1,2.73493199999939,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,16,4,1,3.32306260000041,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,17,4,1,2.84596200000305,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,18,4,1,3.09339349999937,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,19,4,1,3.05606669999906,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,20,5,1,2.85720519999813,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,21,5,0,2.92445470000166,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,171,5,0,2.93817539999873,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,23,5,0,3.65092490000097,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,180,5,0,3.3710116000002,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,189,6,1,3.11174050000045,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,192,6,0,3.23147450000033,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,27,6,0,2.78632730000027,2,Non-sequential,3.2919160499998594,0.6159367498896495
1603,1,2,28,6,0,2.92166299999735,2,Non-sequential,3.2919160499998594,0.6159367498896495
1604,2,2,1,1,0,7.57524839999678,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,2,1,0,4.95495460000166,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,3,1,0,6.46199290000004,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,4,1,1,4.8834085999988,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,5,1,0,6.11816800000088,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,6,2,0,7.43590380000023,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,7,2,0,4.0848960000003,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,8,2,0,4.61839500000133,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,9,2,1,6.06564000000071,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,10,2,1,6.67689149999933,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,11,3,1,6.55014470000242,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,12,3,0,6.64284350000162,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,13,3,0,4.33526459999848,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,14,3,0,6.51422190000085,1,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,15,4,0,4.24238260000129,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,16,4,0,4.58564449999903,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,17,4,0,5.20294599999761,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,18,4,0,7.30493619999834,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,19,4,0,4.47111820000282,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,20,5,0,6.26459379999869,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,21,5,0,5.28976200000034,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,171,5,1,4.46794059999957,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,23,5,1,5.42305320000014,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,180,5,0,4.68799750000107,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,189,6,1,4.21947739999814,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,192,6,0,4.96560519999912,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,27,6,0,3.75778790000186,2,Non-sequential,5.446094667857194,1.1125057233011906
1604,2,2,28,6,0,4.68943209999998,2,Non-sequential,5.446094667857194,1.1125057233011906
1801,4,1,4,1,0,6.1456838,1,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,5,1,1,3.7713257,1,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,6,2,1,5.5336383,1,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,7,2,1,4.6982642,1,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,8,2,1,6.4784864,1,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,9,2,1,3.6223154,1,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,10,2,0,3.9650026,1,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,12,3,1,5.7396397,1,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,13,3,1,3.7615309,1,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,14,3,1,5.467976,1,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,15,4,1,4.3831598,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,16,4,1,4.5219151,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,17,4,1,4.8177965,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,18,4,0,4.3303224,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,19,4,1,4.8200584,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,20,5,1,4.7016471,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,21,5,1,4.2970188,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,22,5,1,3.9295687,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,23,5,1,3.5535053,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,34,5,1,3.6590163000000002,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,25,6,1,3.8337636,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,26,6,1,4.935505,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,27,6,1,3.6868356,2,Sequential,4.821341211538462,1.3525317423755887
1801,4,1,28,6,1,3.6924482,2,Sequential,4.821341211538462,1.3525317423755887
1802,4,1,3,1,1,5.22842540001147,1,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,5,1,1,5.19625130001805,1,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,6,2,1,4.49627699999837,1,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,7,2,1,5.01371880000806,1,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,9,2,1,3.57046869999613,1,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,10,2,1,3.42747960000997,1,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,11,3,1,4.14199659999576,1,Sequential,4.006695873079409,0.8651922707390464
1802,4,1,12,3,1,3.65783949999604,1,Sequential,4.006695873079409,0.8651922707390464
